time,in,out
2019-07-12 11:35:41,0,-4.497928
2019-07-12 11:35:40,0,0
2019-07-12 11:35:39,0,0
2019-07-12 11:35:38,0,0
2019-07-12 11:35:37,0,0
2019-07-12 11:35:36,0,0
2019-07-12 11:35:35,0,0
2019-07-12 11:35:34,0,0
2019-07-12 11:35:33,0,0
2019-07-12 11:35:32,0,0
2019-07-12 11:35:31,0,0
2019-07-12 11:35:30,0,-7.50867
2019-07-12 11:35:29,0,-4.49133
2019-07-12 11:35:28,0,0
2019-07-12 11:35:27,0,0
2019-07-12 11:35:26,0,0
2019-07-12 11:35:25,0,0
2019-07-12 11:35:24,0,0
2019-07-12 11:35:23,0,0
2019-07-12 11:35:22,0,0
2019-07-12 11:35:21,0,0
2019-07-12 11:35:20,0,0
2019-07-12 11:35:19,0,0
2019-07-12 11:35:18,0,0
2019-07-12 11:35:17,0,0
2019-07-12 11:35:16,0,0
2019-07-12 11:35:15,0,-10.044655
2019-07-12 11:35:14,0,-5.955345
2019-07-12 11:35:13,0,0
2019-07-12 11:35:12,0,0
2019-07-12 11:35:11,0,0
2019-07-12 11:35:10,0,0
2019-07-12 11:35:09,0,-2.590776
2019-07-12 11:35:08,0,-1.4092241
2019-07-12 11:35:07,0,0
2019-07-12 11:35:06,0,0
2019-07-12 11:35:05,0,0
2019-07-12 11:35:04,0,0
2019-07-12 11:35:03,0,-7.790051
2019-07-12 11:35:02,0,-4.209949
2019-07-12 11:35:01,0,0
2019-07-12 11:35:00,0,0
2019-07-12 11:34:59,0,0
2019-07-12 11:34:58,0,0
2019-07-12 11:34:57,0,0
2019-07-12 11:34:56,0,0
2019-07-12 11:34:55,0,0
2019-07-12 11:34:54,0,0
2019-07-12 11:34:53,0,0
2019-07-12 11:34:52,0,0
2019-07-12 11:34:51,0,0
2019-07-12 11:34:50,0,0
2019-07-12 11:34:49,0,-12.934316
2019-07-12 11:34:48,0,-7.065684
2019-07-12 11:34:47,0,0
2019-07-12 11:34:46,0,0
2019-07-12 11:34:45,0,0
2019-07-12 11:34:44,0,-2.652501
2019-07-12 11:34:43,0,-9.430153
2019-07-12 11:34:42,0,-3.917346
2019-07-12 11:34:41,0,0
2019-07-12 11:34:40,0,0
2019-07-12 11:34:39,0,0
2019-07-12 11:34:38,0,0
2019-07-12 11:34:37,0,0
2019-07-12 11:34:36,0,0
2019-07-12 11:34:35,0,0
2019-07-12 11:34:34,0,0
2019-07-12 11:34:33,0,0
2019-07-12 11:34:32,0,0
2019-07-12 11:34:31,0,0
2019-07-12 11:34:30,0,-2.670895
2019-07-12 11:34:29,0,-12.008617
2019-07-12 11:34:28,0,-5.320488
2019-07-12 11:34:27,0,0
2019-07-12 11:34:26,0,0
2019-07-12 11:34:25,0,0
2019-07-12 11:34:24,0,-2.67057
2019-07-12 11:34:23,0,-1.3294299
2019-07-12 11:34:22,0,0
2019-07-12 11:34:21,0,0
2019-07-12 11:34:20,0,-10.693181
2019-07-12 11:34:19,0,-5.306819
2019-07-12 11:34:18,0,0
2019-07-12 11:34:17,0,0
2019-07-12 11:34:16,0,0
2019-07-12 11:34:15,0,0
2019-07-12 11:34:14,0,0
2019-07-12 11:34:13,0,-8.265179
2019-07-12 11:34:12,0,-3.734821
2019-07-12 11:34:11,0,0
2019-07-12 11:34:10,0,0
2019-07-12 11:34:09,0,0
2019-07-12 11:34:08,0,0
2019-07-12 11:34:07,0,0
2019-07-12 11:34:06,0,0
2019-07-12 11:34:05,0,0
2019-07-12 11:34:04,0,0
2019-07-12 11:34:03,0,0
2019-07-12 11:34:02,0,0
2019-07-12 11:34:01,0,0
2019-07-12 11:34:00,0,0
2019-07-12 11:33:59,0,0
2019-07-12 11:33:58,0,0
2019-07-12 11:33:57,0,-13.837584
2019-07-12 11:33:56,0,-6.162416
2019-07-12 11:33:55,0,0
2019-07-12 11:33:54,0,0
2019-07-12 11:33:53,0,0
2019-07-12 11:33:52,0,0
2019-07-12 11:33:51,0,-19.27907
2019-07-12 11:33:50,0,-25.30241
2019-07-12 11:33:49,0,-7.418516
2019-07-12 11:33:48,0,0
2019-07-12 11:33:47,0,0
2019-07-12 11:33:46,0,-30.46482
2019-07-12 11:33:45,0,-13.535184
2019-07-12 11:33:44,0,0
2019-07-12 11:33:43,0,0
2019-07-12 11:33:42,0,0
2019-07-12 11:33:41,0,0
2019-07-12 11:33:40,0,0
2019-07-12 11:33:39,0,0
2019-07-12 11:33:38,0,0
2019-07-12 11:33:37,0,0
2019-07-12 11:33:36,0,-8.587279
2019-07-12 11:33:35,0,-3.412721
2019-07-12 11:33:34,0,0
2019-07-12 11:33:33,0,0
2019-07-12 11:33:32,0,0
2019-07-12 11:33:31,0,0
2019-07-12 11:33:30,0,-8.522198
2019-07-12 11:33:29,0,-3.477802
2019-07-12 11:33:28,0,0
2019-07-12 11:33:27,0,0
2019-07-12 11:33:26,0,0
2019-07-12 11:33:25,0,-8.535144
2019-07-12 11:33:24,0,-3.464856
2019-07-12 11:33:23,0,0
2019-07-12 11:33:22,0,0
2019-07-12 11:33:21,0,-8.612631
2019-07-12 11:33:20,0,-17.65934
2019-07-12 11:33:19,0,-5.72803
2019-07-12 11:33:18,0,0
2019-07-12 11:33:17,0,0
2019-07-12 11:33:16,0,-25.54039
2019-07-12 11:33:15,0,-21.90646
2019-07-12 11:33:14,0,-4.553146
2019-07-12 11:33:13,0,0
2019-07-12 11:33:12,0,0
2019-07-12 11:33:11,0,0
2019-07-12 11:33:10,0,0
2019-07-12 11:33:09,0,-8.764976
2019-07-12 11:33:08,0,-3.235024
2019-07-12 11:33:07,0,0
2019-07-12 11:33:06,0,0
2019-07-12 11:33:05,0,0
2019-07-12 11:33:04,0,0
2019-07-12 11:33:03,0,0
2019-07-12 11:33:02,0,0
2019-07-12 11:33:01,0,0
2019-07-12 11:33:00,0,-8.76925
2019-07-12 11:32:59,0,-3.23075
2019-07-12 11:32:58,0,0
2019-07-12 11:32:57,0,0
2019-07-12 11:32:56,0,0
2019-07-12 11:32:55,0,0
2019-07-12 11:32:54,0,-8.788078
2019-07-12 11:32:53,0,-3.211922
2019-07-12 11:32:52,0,0
2019-07-12 11:32:51,0,0
2019-07-12 11:32:50,0,0
2019-07-12 11:32:49,0,0
2019-07-12 11:32:48,0,-17.52897
2019-07-12 11:32:47,0,-6.471029
2019-07-12 11:32:46,0,-20.54485
2019-07-12 11:32:45,0,-7.455151
2019-07-12 11:32:44,0,0
2019-07-12 11:32:43,0,-15.145233
2019-07-12 11:32:42,0,-4.854767
2019-07-12 11:32:41,0,-45.38354
2019-07-12 11:32:40,0,-14.616457
2019-07-12 11:32:39,0,0
2019-07-12 11:32:38,0,-9.040485
2019-07-12 11:32:37,0,-2.959515
2019-07-12 11:32:36,0,0
2019-07-12 11:32:35,0,0
2019-07-12 11:32:34,0,0
2019-07-12 11:32:33,0,0
2019-07-12 11:32:32,0,-9.095111
2019-07-12 11:32:31,0,-2.904889
2019-07-12 11:32:30,0,0
2019-07-12 11:32:29,0,0
2019-07-12 11:32:28,0,0
2019-07-12 11:32:27,0,0
2019-07-12 11:32:26,0,-9.026311
2019-07-12 11:32:25,0,-11.994977
2019-07-12 11:32:24,0,-2.978712
2019-07-12 11:32:23,0,0
2019-07-12 11:32:22,0,0
2019-07-12 11:32:21,0,0
2019-07-12 11:32:20,0,-12.015311
2019-07-12 11:32:19,0,-3.984689
2019-07-12 11:32:18,0,0
2019-07-12 11:32:17,0,0
2019-07-12 11:32:16,0,0
2019-07-12 11:32:15,0,0
2019-07-12 11:32:14,0,0
2019-07-12 11:32:13,0,-9.272164
2019-07-12 11:32:12,0,-2.727836
2019-07-12 11:32:11,0,0
2019-07-12 11:32:10,0,0
2019-07-12 11:32:09,0,0
2019-07-12 11:32:08,0,-15.531626
2019-07-12 11:32:07,0,-4.468374
2019-07-12 11:32:06,0,0
2019-07-12 11:32:05,0,-18.53959
2019-07-12 11:32:04,0,-5.460407
2019-07-12 11:32:03,0,0
2019-07-12 11:32:02,0,0
2019-07-12 11:32:01,0,0
2019-07-12 11:32:00,0,0
2019-07-12 11:31:59,0,-9.274294
2019-07-12 11:31:58,0,-2.725706
2019-07-12 11:31:57,0,0
2019-07-12 11:31:56,0,0
2019-07-12 11:31:55,0,0
2019-07-12 11:31:54,0,0
2019-07-12 11:31:53,0,-12.363024
2019-07-12 11:31:52,0,-3.636976
2019-07-12 11:31:51,0,0
2019-07-12 11:31:50,0,0
2019-07-12 11:31:49,0,0
2019-07-12 11:31:48,0,0
2019-07-12 11:31:47,0,-12.365465
2019-07-12 11:31:46,0,-3.634535
2019-07-12 11:31:45,0,-3.092706
2019-07-12 11:31:44,0,-0.9072942
2019-07-12 11:31:43,0,0
2019-07-12 11:31:42,0,-9.55369
2019-07-12 11:31:41,0,-2.44631
2019-07-12 11:31:40,0,-9.582048
2019-07-12 11:31:39,0,-2.417952
2019-07-12 11:31:38,0,0
2019-07-12 11:31:37,0,0
2019-07-12 11:31:36,0,-15.863085
2019-07-12 11:31:35,0,-35.92279
2019-07-12 11:31:34,0,-8.214127
2019-07-12 11:31:33,0,0
2019-07-12 11:31:32,0,0
2019-07-12 11:31:31,0,0
2019-07-12 11:31:30,0,0
2019-07-12 11:31:29,0,0
2019-07-12 11:31:28,0,0
2019-07-12 11:31:27,0,0
2019-07-12 11:31:26,0,-9.594816
2019-07-12 11:31:25,0,-2.405184
2019-07-12 11:31:24,0,0
2019-07-12 11:31:23,0,0
2019-07-12 11:31:22,0,0
2019-07-12 11:31:21,0,0
2019-07-12 11:31:20,0,-12.79125
2019-07-12 11:31:19,0,-3.20875
2019-07-12 11:31:18,0,0
2019-07-12 11:31:17,0,0
2019-07-12 11:31:16,0,0
2019-07-12 11:31:15,0,0
2019-07-12 11:31:14,0,-13.082769
2019-07-12 11:31:13,0,-2.917231
2019-07-12 11:31:12,0,0
2019-07-12 11:31:11,0,0
2019-07-12 11:31:10,0,0
2019-07-12 11:31:09,0,-16.291841
2019-07-12 11:31:08,0,-3.708159
2019-07-12 11:31:07,0,0
2019-07-12 11:31:06,0,0
2019-07-12 11:31:05,0,0
2019-07-12 11:31:04,0,-42.55935
2019-07-12 11:31:03,0,-19.22153
2019-07-12 11:31:02,0,-2.219116
2019-07-12 11:31:01,0,0
2019-07-12 11:31:00,0,0
2019-07-12 11:30:59,0,0
2019-07-12 11:30:58,0,-16.303255
2019-07-12 11:30:57,0,-3.696745
2019-07-12 11:30:56,0,0
2019-07-12 11:30:55,0,0
2019-07-12 11:30:54,0,-9.788287
2019-07-12 11:30:53,0,-2.211713
2019-07-12 11:30:52,0,0
2019-07-12 11:30:51,0,0
2019-07-12 11:30:50,0,0
2019-07-12 11:30:49,0,-26.13554
2019-07-12 11:30:48,0,-5.86446
2019-07-12 11:30:47,0,0
2019-07-12 11:30:46,0,0
2019-07-12 11:30:45,0,-13.030987
2019-07-12 11:30:44,0,-2.969013
2019-07-12 11:30:43,0,0
2019-07-12 11:30:42,0,0
2019-07-12 11:30:41,0,0
2019-07-12 11:30:40,0,0
2019-07-12 11:30:39,0,-10.08651
2019-07-12 11:30:38,0,-1.91349
2019-07-12 11:30:37,0,0
2019-07-12 11:30:36,0,0
2019-07-12 11:30:35,0,0
2019-07-12 11:30:34,0,0
2019-07-12 11:30:33,0,0
2019-07-12 11:30:32,0,0
2019-07-12 11:30:31,0,0
2019-07-12 11:30:30,0,0
2019-07-12 11:30:29,0,-10.089268
2019-07-12 11:30:28,0,-1.910732
2019-07-12 11:30:27,0,0
2019-07-12 11:30:26,0,0
2019-07-12 11:30:25,0,0
2019-07-12 11:30:24,0,0
2019-07-12 11:30:23,0,0
2019-07-12 11:30:22,0,0
2019-07-12 11:30:21,0,0
2019-07-12 11:30:20,0,0
2019-07-12 11:30:19,0,-33.52109
2019-07-12 11:30:18,0,-6.478906
2019-07-12 11:30:17,0,0
2019-07-12 11:30:16,0,0
2019-07-12 11:30:15,0,0
2019-07-12 11:30:14,0,-345.3391
2019-07-12 11:30:13,0,-58.66092
2019-07-12 11:30:12,0,0
2019-07-12 11:30:11,0,0
2019-07-12 11:30:10,0,0
2019-07-12 11:30:09,0,0
2019-07-12 11:30:08,0,-10.294862
2019-07-12 11:30:07,0,-1.705138
2019-07-12 11:30:06,0,0
2019-07-12 11:30:05,0,0
2019-07-12 11:30:04,0,0
2019-07-12 11:30:03,0,0
2019-07-12 11:30:02,0,0
2019-07-12 11:30:01,0,-10.283321
2019-07-12 11:30:00,0,-1.716679
2019-07-12 11:29:59,0,0
2019-07-12 11:29:58,0,0
2019-07-12 11:29:57,0,0
2019-07-12 11:29:56,0,0
2019-07-12 11:29:55,0,-10.275249
2019-07-12 11:29:54,0,-1.724751
2019-07-12 11:29:53,0,0
2019-07-12 11:29:52,0,0
2019-07-12 11:29:51,0,0
2019-07-12 11:29:50,0,-356.4761
2019-07-12 11:29:49,0,-59.52387
2019-07-12 11:29:48,0,0
2019-07-12 11:29:47,0,0
2019-07-12 11:29:46,0,0
2019-07-12 11:29:45,0,0
2019-07-12 11:29:44,0,-2826.127
2019-07-12 11:29:43,0,-401.8727
2019-07-12 11:29:42,0,-14.054942
2019-07-12 11:29:41,0,-1.945058
2019-07-12 11:29:40,0,0
2019-07-12 11:29:39,0,0
2019-07-12 11:29:38,0,0
2019-07-12 11:29:37,0,0
2019-07-12 11:29:36,0,-10.553795
2019-07-12 11:29:35,0,-1.4462049
2019-07-12 11:29:34,0,0
2019-07-12 11:29:33,0,0
2019-07-12 11:29:32,0,0
2019-07-12 11:29:31,0,0
2019-07-12 11:29:30,0,0
2019-07-12 11:29:29,0,0
2019-07-12 11:29:28,0,-1454.6956
2019-07-12 11:29:27,0,-201.3044
2019-07-12 11:29:26,0,0
2019-07-12 11:29:25,764.968,0
2019-07-12 11:29:24,99.03202,0
2019-07-12 11:29:23,0,0
2019-07-12 11:29:22,0,-45.76177
2019-07-12 11:29:21,0,-6.238226
2019-07-12 11:29:20,0,0
2019-07-12 11:29:19,0,0
2019-07-12 11:29:18,0,-24.59071
2019-07-12 11:29:17,0,-3.409287
2019-07-12 11:29:16,0,-312.4288
2019-07-12 11:29:15,0,-43.5712
2019-07-12 11:29:14,0,0
2019-07-12 11:29:13,0,-2549.883
2019-07-12 11:29:12,0,-282.1175
2019-07-12 11:29:11,0,-32.34943
2019-07-12 11:29:10,0,-3.650569
2019-07-12 11:29:09,0,0
2019-07-12 11:29:08,0,0
2019-07-12 11:29:07,0,0
2019-07-12 11:29:06,0,0
2019-07-12 11:29:05,0,-46.76655
2019-07-12 11:29:04,0,-5.233451
2019-07-12 11:29:03,0,-14.397266
2019-07-12 11:29:02,0,-1.602734
2019-07-12 11:29:01,0,0
2019-07-12 11:29:00,0,-36.0127
2019-07-12 11:28:59,0,-3.987298
2019-07-12 11:28:58,0,0
2019-07-12 11:28:57,0,0
2019-07-12 11:28:56,0,0
2019-07-12 11:28:55,0,-35.97515
2019-07-12 11:28:54,0,-4.024849
2019-07-12 11:28:53,58.01562,0
2019-07-12 11:28:52,660.5815,0
2019-07-12 11:28:51,65.40292,0
2019-07-12 11:28:50,0,-46.739
2019-07-12 11:28:49,0,-5.261003
2019-07-12 11:28:48,0,0
2019-07-12 11:28:47,0,0
2019-07-12 11:28:46,0,0
2019-07-12 11:28:45,141.22438,0
2019-07-12 11:28:44,1570.5446,-1077.9257
2019-07-12 11:28:43,124.23097,-86.07432
2019-07-12 11:28:42,0,0
2019-07-12 11:28:41,0,0
