time,avail
2019-07-12 11:37:11,1536.0312
2019-07-12 11:37:10,1536.0312
2019-07-12 11:37:09,1536.0312
2019-07-12 11:37:08,1536.0234
2019-07-12 11:37:07,1536.0234
2019-07-12 11:37:06,1536.0234
2019-07-12 11:37:05,1536.0195
2019-07-12 11:37:04,1536.0195
2019-07-12 11:37:03,1536.0234
2019-07-12 11:37:02,1536.0234
2019-07-12 11:37:01,1536.0234
2019-07-12 11:37:00,1536.0234
2019-07-12 11:36:59,1536.0234
2019-07-12 11:36:58,1536.0234
2019-07-12 11:36:57,1536.0234
2019-07-12 11:36:56,1536.0234
2019-07-12 11:36:55,1536.0117
2019-07-12 11:36:54,1536.0117
2019-07-12 11:36:53,1536.0117
2019-07-12 11:36:52,1536.0117
2019-07-12 11:36:51,1536.0117
2019-07-12 11:36:50,1536.0117
2019-07-12 11:36:49,1536.0117
2019-07-12 11:36:48,1536.0117
2019-07-12 11:36:47,1536.0117
2019-07-12 11:36:46,1536.0117
2019-07-12 11:36:45,1536.2539
2019-07-12 11:36:44,1536.2539
2019-07-12 11:36:43,1536.2539
2019-07-12 11:36:42,1536.2969
2019-07-12 11:36:41,1536.2148
2019-07-12 11:36:40,1536.2148
2019-07-12 11:36:39,1536.2148
2019-07-12 11:36:38,1536.2031
2019-07-12 11:36:37,1536.2031
2019-07-12 11:36:36,1536.2031
2019-07-12 11:36:35,1536.2031
2019-07-12 11:36:34,1536.2031
2019-07-12 11:36:33,1536.2031
2019-07-12 11:36:32,1536.2031
2019-07-12 11:36:31,1536.207
2019-07-12 11:36:30,1536.207
2019-07-12 11:36:29,1536.207
2019-07-12 11:36:28,1536.207
2019-07-12 11:36:27,1536.207
2019-07-12 11:36:26,1536.207
2019-07-12 11:36:25,1536.207
2019-07-12 11:36:24,1536.207
2019-07-12 11:36:23,1536.207
2019-07-12 11:36:22,1536.207
2019-07-12 11:36:21,1536.207
2019-07-12 11:36:20,1536.207
2019-07-12 11:36:19,1536.1602
2019-07-12 11:36:18,1536.0781
2019-07-12 11:36:17,1536.0781
2019-07-12 11:36:16,1536.0781
2019-07-12 11:36:15,1536.0781
