time,switches
2019-07-12 11:35:26,312.9308
2019-07-12 11:35:25,329.9975
2019-07-12 11:35:24,408.9564
2019-07-12 11:35:23,358.9139
2019-07-12 11:35:22,289.0604
2019-07-12 11:35:21,304.485
2019-07-12 11:35:20,286.5818
2019-07-12 11:35:19,303.1509
2019-07-12 11:35:18,300.044
2019-07-12 11:35:17,309.1411
2019-07-12 11:35:16,320.048
2019-07-12 11:35:15,351.9533
2019-07-12 11:35:14,464.4833
2019-07-12 11:35:13,413.7484
2019-07-12 11:35:12,321.2158
2019-07-12 11:35:11,313.7359
2019-07-12 11:35:10,313.274
2019-07-12 11:35:09,299.699
2019-07-12 11:35:08,294.1947
2019-07-12 11:35:07,289.3662
2019-07-12 11:35:06,297.8861
2019-07-12 11:35:05,309.9811
2019-07-12 11:35:04,294.5456
2019-07-12 11:35:03,292.7752
2019-07-12 11:35:02,295.6502
2019-07-12 11:35:01,285.3716
2019-07-12 11:35:00,277.1956
2019-07-12 11:34:59,283.2337
2019-07-12 11:34:58,290.2126
2019-07-12 11:34:57,350.2773
2019-07-12 11:34:56,324.0981
2019-07-12 11:34:55,284.9814
2019-07-12 11:34:54,306.3756
2019-07-12 11:34:53,297.4914
2019-07-12 11:34:52,283.7314
2019-07-12 11:34:51,283.3057
2019-07-12 11:34:50,280.7998
2019-07-12 11:34:49,300.8843
2019-07-12 11:34:48,292.0555
2019-07-12 11:34:47,308.899
2019-07-12 11:34:46,332.1587
2019-07-12 11:34:45,326.875
2019-07-12 11:34:44,423.2275
2019-07-12 11:34:43,391.7551
2019-07-12 11:34:42,305.5687
2019-07-12 11:34:41,311.7332
2019-07-12 11:34:40,306.8022
2019-07-12 11:34:39,325.8159
2019-07-12 11:34:38,301.2087
2019-07-12 11:34:37,296.0423
2019-07-12 11:34:36,286.9267
2019-07-12 11:34:35,286.8094
2019-07-12 11:34:34,275.1773
2019-07-12 11:34:33,277.1521
2019-07-12 11:34:32,273.6574
2019-07-12 11:34:31,282.0062
2019-07-12 11:34:30,308.6631
2019-07-12 11:34:29,315.609
2019-07-12 11:34:28,307.9464
2019-07-12 11:34:27,311.1682
2019-07-12 11:34:26,311.6603
2019-07-12 11:34:25,298.502
2019-07-12 11:34:24,300.7878
2019-07-12 11:34:23,288.9829
2019-07-12 11:34:22,305.1623
2019-07-12 11:34:21,318.1703
2019-07-12 11:34:20,308.2784
2019-07-12 11:34:19,302.5173
2019-07-12 11:34:18,459.5873
2019-07-12 11:34:17,448.392
2019-07-12 11:34:16,346.9929
2019-07-12 11:34:15,336.3367
2019-07-12 11:34:14,439.3721
2019-07-12 11:34:13,408.4471
2019-07-12 11:34:12,321.3516
2019-07-12 11:34:11,319.8861
2019-07-12 11:34:10,301.8301
2019-07-12 11:34:09,317.2178
2019-07-12 11:34:08,311.8465
2019-07-12 11:34:07,386.3308
2019-07-12 11:34:06,350.0698
2019-07-12 11:34:05,306.4544
2019-07-12 11:34:04,287.0537
2019-07-12 11:34:03,291.9764
2019-07-12 11:34:02,292.1982
2019-07-12 11:34:01,290.8242
2019-07-12 11:34:00,299.4325
2019-07-12 11:33:59,303.809
2019-07-12 11:33:58,304.4983
2019-07-12 11:33:57,303.3049
2019-07-12 11:33:56,340.5484
2019-07-12 11:33:55,331.921
2019-07-12 11:33:54,411.7452
2019-07-12 11:33:53,362.4847
2019-07-12 11:33:52,306.4208
2019-07-12 11:33:51,300.8641
2019-07-12 11:33:50,311.6989
2019-07-12 11:33:49,307.5968
2019-07-12 11:33:48,428.3832
2019-07-12 11:33:47,437.8306
2019-07-12 11:33:46,468.5121
2019-07-12 11:33:45,381.5542
2019-07-12 11:33:44,410.3526
2019-07-12 11:33:43,385.3382
2019-07-12 11:33:42,331.0351
2019-07-12 11:33:41,329.6766
2019-07-12 11:33:40,308.2368
2019-07-12 11:33:39,317.563
2019-07-12 11:33:38,301.2819
2019-07-12 11:33:37,282.6842
2019-07-12 11:33:36,299.4265
2019-07-12 11:33:35,506.367
2019-07-12 11:33:34,485.128
2019-07-12 11:33:33,451.6474
2019-07-12 11:33:32,435.9101
2019-07-12 11:33:31,501.3107
2019-07-12 11:33:30,662.2118
2019-07-12 11:33:29,626.2958
2019-07-12 11:33:28,689.0963
2019-07-12 11:33:27,718.7494
2019-07-12 11:33:26,582.1333
2019-07-12 11:33:25,644.4218
2019-07-12 11:33:24,629.4756
2019-07-12 11:33:23,367.5329
2019-07-12 11:33:22,275.879
2019-07-12 11:33:21,288.9833
2019-07-12 11:33:20,416.6526
2019-07-12 11:33:19,564.3148
2019-07-12 11:33:18,626.3017
2019-07-12 11:33:17,636.2385
2019-07-12 11:33:16,460.4618
2019-07-12 11:33:15,423.2154
2019-07-12 11:33:14,574.2416
2019-07-12 11:33:13,544.2168
2019-07-12 11:33:12,475.3962
2019-07-12 11:33:11,610.5676
2019-07-12 11:33:10,552.8723
2019-07-12 11:33:09,437.021
2019-07-12 11:33:08,321.0467
2019-07-12 11:33:07,300.6771
2019-07-12 11:33:06,305.3346
2019-07-12 11:33:05,301.3172
2019-07-12 11:33:04,366.6565
2019-07-12 11:33:03,330.6658
2019-07-12 11:33:02,299.3012
2019-07-12 11:33:01,274.0218
2019-07-12 11:33:00,329.9037
2019-07-12 11:32:59,295.1677
2019-07-12 11:32:58,398.8401
2019-07-12 11:32:57,321.4548
2019-07-12 11:32:56,399.7525
2019-07-12 11:32:55,437.443
2019-07-12 11:32:54,665.7899
2019-07-12 11:32:53,729.4755
2019-07-12 11:32:52,614.7571
2019-07-12 11:32:51,685.8612
2019-07-12 11:32:50,502.6431
2019-07-12 11:32:49,544.0291
2019-07-12 11:32:48,635.6949
2019-07-12 11:32:47,683.7122
2019-07-12 11:32:46,635.0638
2019-07-12 11:32:45,586.5716
2019-07-12 11:32:44,781.0633
2019-07-12 11:32:43,593.8631
2019-07-12 11:32:42,458.62
2019-07-12 11:32:41,505.047
2019-07-12 11:32:40,673.7892
2019-07-12 11:32:39,783.7845
2019-07-12 11:32:38,692.4501
2019-07-12 11:32:37,476.2266
2019-07-12 11:32:36,413.8417
2019-07-12 11:32:35,407.278
2019-07-12 11:32:34,473.277
2019-07-12 11:32:33,741.636
2019-07-12 11:32:32,791.9913
2019-07-12 11:32:31,568.1158
2019-07-12 11:32:30,583.6839
2019-07-12 11:32:29,676.2274
2019-07-12 11:32:28,679.7409
2019-07-12 11:32:27,713.1872
2019-07-12 11:32:26,747.7826
2019-07-12 11:32:25,760.8335
2019-07-12 11:32:24,588.7786
2019-07-12 11:32:23,679.1867
2019-07-12 11:32:22,807.6693
2019-07-12 11:32:21,432.587
2019-07-12 11:32:20,309.4606
2019-07-12 11:32:19,300.918
2019-07-12 11:32:18,306.1571
2019-07-12 11:32:17,293.9634
2019-07-12 11:32:16,301.0052
2019-07-12 11:32:15,327.779
2019-07-12 11:32:14,374.5416
2019-07-12 11:32:13,412.8114
2019-07-12 11:32:12,288.1095
2019-07-12 11:32:11,295.5358
2019-07-12 11:32:10,293.3847
2019-07-12 11:32:09,270.3761
2019-07-12 11:32:08,390.1358
2019-07-12 11:32:07,527.007
2019-07-12 11:32:06,676.593
2019-07-12 11:32:05,600.5599
2019-07-12 11:32:04,453.861
2019-07-12 11:32:03,618.5643
2019-07-12 11:32:02,382.3644
2019-07-12 11:32:01,295.521
2019-07-12 11:32:00,289.3087
2019-07-12 11:31:59,316.6302
2019-07-12 11:31:58,298.3345
2019-07-12 11:31:57,304.744
2019-07-12 11:31:56,303.3579
2019-07-12 11:31:55,297.7458
2019-07-12 11:31:54,323.6479
2019-07-12 11:31:53,344.6158
2019-07-12 11:31:52,354.2502
2019-07-12 11:31:51,318.4777
2019-07-12 11:31:50,306.2218
2019-07-12 11:31:49,306.7133
2019-07-12 11:31:48,327.3338
2019-07-12 11:31:47,524.9627
2019-07-12 11:31:46,402.5107
2019-07-12 11:31:45,459.9873
2019-07-12 11:31:44,427.1948
2019-07-12 11:31:43,563.2351
2019-07-12 11:31:42,504.4998
2019-07-12 11:31:41,557.6919
2019-07-12 11:31:40,816.2451
2019-07-12 11:31:39,624.7224
2019-07-12 11:31:38,512.449
2019-07-12 11:31:37,525.6794
2019-07-12 11:31:36,465.514
2019-07-12 11:31:35,541.5959
2019-07-12 11:31:34,694.5772
2019-07-12 11:31:33,686.4891
2019-07-12 11:31:32,609.6265
2019-07-12 11:31:31,488.6726
2019-07-12 11:31:30,338.3588
2019-07-12 11:31:29,297.5888
2019-07-12 11:31:28,322.6872
2019-07-12 11:31:27,325.8253
2019-07-12 11:31:26,337.489
2019-07-12 11:31:25,320.786
2019-07-12 11:31:24,307.8391
2019-07-12 11:31:23,402.1949
2019-07-12 11:31:22,544.1137
2019-07-12 11:31:21,673.5361
2019-07-12 11:31:20,491.2344
2019-07-12 11:31:19,469.4205
2019-07-12 11:31:18,458.6313
2019-07-12 11:31:17,431.5225
2019-07-12 11:31:16,463.7789
2019-07-12 11:31:15,455.4646
2019-07-12 11:31:14,573.1518
2019-07-12 11:31:13,518.4409
2019-07-12 11:31:12,465.3428
2019-07-12 11:31:11,522.4727
2019-07-12 11:31:10,540.7947
2019-07-12 11:31:09,457.2732
2019-07-12 11:31:08,466.7774
2019-07-12 11:31:07,429.1426
2019-07-12 11:31:06,561.9798
2019-07-12 11:31:05,557.0229
2019-07-12 11:31:04,554.4187
2019-07-12 11:31:03,543.6293
2019-07-12 11:31:02,568.089
2019-07-12 11:31:01,622.6541
2019-07-12 11:31:00,634.7771
2019-07-12 11:30:59,590.2521
2019-07-12 11:30:58,622.3799
2019-07-12 11:30:57,578.6629
2019-07-12 11:30:56,781.8717
2019-07-12 11:30:55,411.5821
2019-07-12 11:30:54,481.2473
2019-07-12 11:30:53,382.6944
2019-07-12 11:30:52,299.4258
2019-07-12 11:30:51,290.0903
2019-07-12 11:30:50,306.902
2019-07-12 11:30:49,288.3266
2019-07-12 11:30:48,290.0527
2019-07-12 11:30:47,302.2402
2019-07-12 11:30:46,322.664
2019-07-12 11:30:45,375.1745
2019-07-12 11:30:44,474.5318
2019-07-12 11:30:43,414.6258
2019-07-12 11:30:42,315.5311
2019-07-12 11:30:41,328.5666
2019-07-12 11:30:40,513.5503
2019-07-12 11:30:39,710.1019
2019-07-12 11:30:38,377.6022
2019-07-12 11:30:37,260.7175
2019-07-12 11:30:36,301.3648
2019-07-12 11:30:35,297.9304
2019-07-12 11:30:34,307.1853
2019-07-12 11:30:33,414.4054
2019-07-12 11:30:32,336.9375
2019-07-12 11:30:31,312.3514
2019-07-12 11:30:30,303.9407
2019-07-12 11:30:29,341.1266
2019-07-12 11:30:28,330.5348
2019-07-12 11:30:27,326.8571
2019-07-12 11:30:26,308.0356
2019-07-12 11:30:25,301.4197
2019-07-12 11:30:24,306.5452
2019-07-12 11:30:23,377.9277
2019-07-12 11:30:22,303.9823
2019-07-12 11:30:21,313.2936
2019-07-12 11:30:20,283.3299
2019-07-12 11:30:19,305.4054
2019-07-12 11:30:18,289.3911
2019-07-12 11:30:17,291.8003
2019-07-12 11:30:16,317.2308
2019-07-12 11:30:15,351.0216
2019-07-12 11:30:14,474.7146
2019-07-12 11:30:13,403.2277
2019-07-12 11:30:12,289.5516
2019-07-12 11:30:11,319.3463
2019-07-12 11:30:10,295.7612
2019-07-12 11:30:09,316.3757
2019-07-12 11:30:08,311.3116
2019-07-12 11:30:07,329.4637
2019-07-12 11:30:06,295.6023
2019-07-12 11:30:05,292.9581
2019-07-12 11:30:04,286.1139
2019-07-12 11:30:03,284.0962
2019-07-12 11:30:02,377.7487
2019-07-12 11:30:01,359.4096
2019-07-12 11:30:00,304.4619
2019-07-12 11:29:59,331.556
2019-07-12 11:29:58,288.057
2019-07-12 11:29:57,300.1677
2019-07-12 11:29:56,308.8975
2019-07-12 11:29:55,310.1
2019-07-12 11:29:54,304.0206
2019-07-12 11:29:53,294.4516
2019-07-12 11:29:52,317.0482
2019-07-12 11:29:51,305.1561
2019-07-12 11:29:50,335.9382
2019-07-12 11:29:49,336.5556
2019-07-12 11:29:48,321.9822
2019-07-12 11:29:47,298.1743
2019-07-12 11:29:46,429.2685
2019-07-12 11:29:45,704.7375
2019-07-12 11:29:44,463.919
2019-07-12 11:29:43,376.5518
2019-07-12 11:29:42,321.1687
2019-07-12 11:29:41,332.6005
2019-07-12 11:29:40,327.4834
2019-07-12 11:29:39,330.0567
2019-07-12 11:29:38,303.5412
2019-07-12 11:29:37,295.4082
2019-07-12 11:29:36,412.6405
2019-07-12 11:29:35,314.3757
2019-07-12 11:29:34,290.6347
2019-07-12 11:29:33,285.9989
2019-07-12 11:29:32,294.742
2019-07-12 11:29:31,287.9423
2019-07-12 11:29:30,287.7047
2019-07-12 11:29:29,305.1549
2019-07-12 11:29:28,314.5252
2019-07-12 11:29:27,303.6087
2019-07-12 11:29:26,343.5432
2019-07-12 11:29:25,509.1025
2019-07-12 11:29:24,513.7592
2019-07-12 11:29:23,431.1617
2019-07-12 11:29:22,413.3543
2019-07-12 11:29:21,462.6998
2019-07-12 11:29:20,532.7546
2019-07-12 11:29:19,462.9488
2019-07-12 11:29:18,497.5698
2019-07-12 11:29:17,613.7933
2019-07-12 11:29:16,632.999
2019-07-12 11:29:15,622.5736
2019-07-12 11:29:14,659.8898
2019-07-12 11:29:13,536.4238
2019-07-12 11:29:12,484.5529
2019-07-12 11:29:11,651.4672
2019-07-12 11:29:10,462.0554
2019-07-12 11:29:09,523.0536
2019-07-12 11:29:08,474.2021
2019-07-12 11:29:07,526.6984
2019-07-12 11:29:06,504.0187
2019-07-12 11:29:05,502.9282
2019-07-12 11:29:04,476.5133
2019-07-12 11:29:03,406.2661
2019-07-12 11:29:02,543.3731
2019-07-12 11:29:01,495.577
2019-07-12 11:29:00,456.7465
2019-07-12 11:28:59,526.5364
2019-07-12 11:28:58,524.4918
2019-07-12 11:28:57,490.3094
2019-07-12 11:28:56,676.2342
2019-07-12 11:28:55,542.2426
2019-07-12 11:28:54,408.6514
2019-07-12 11:28:53,516.4981
2019-07-12 11:28:52,558.2925
2019-07-12 11:28:51,323.7555
2019-07-12 11:28:50,291.6952
2019-07-12 11:28:49,325.0457
2019-07-12 11:28:48,564.4639
2019-07-12 11:28:47,549.422
2019-07-12 11:28:46,849.2449
2019-07-12 11:28:45,1523.913
2019-07-12 11:28:44,3655.8
2019-07-12 11:28:43,5342.054
2019-07-12 11:28:42,3664.259
2019-07-12 11:28:41,4547.323
