time,running,blocked
2019-07-12 11:34:52,4,0
2019-07-12 11:34:51,5,0
2019-07-12 11:34:50,4,0
2019-07-12 11:34:49,4,0
2019-07-12 11:34:48,4,0
2019-07-12 11:34:47,4,0
2019-07-12 11:34:46,5,0
2019-07-12 11:34:45,4,0
2019-07-12 11:34:44,4,0
2019-07-12 11:34:43,4,0
2019-07-12 11:34:42,4,0
2019-07-12 11:34:41,3,0
2019-07-12 11:34:40,4,0
2019-07-12 11:34:39,4,0
2019-07-12 11:34:38,4,0
2019-07-12 11:34:37,5,0
2019-07-12 11:34:36,5,0
2019-07-12 11:34:35,5,0
2019-07-12 11:34:34,3,0
2019-07-12 11:34:33,4,0
2019-07-12 11:34:32,3,0
2019-07-12 11:34:31,4,0
2019-07-12 11:34:30,5,0
2019-07-12 11:34:29,4,0
2019-07-12 11:34:28,4,0
2019-07-12 11:34:27,4,0
2019-07-12 11:34:26,5,0
2019-07-12 11:34:25,4,0
2019-07-12 11:34:24,4,0
2019-07-12 11:34:23,4,0
2019-07-12 11:34:22,4,0
2019-07-12 11:34:21,2,0
2019-07-12 11:34:20,4,0
2019-07-12 11:34:19,4,0
2019-07-12 11:34:18,3,0
2019-07-12 11:34:17,4,0
2019-07-12 11:34:16,3,0
2019-07-12 11:34:15,3,0
2019-07-12 11:34:14,4,0
2019-07-12 11:34:13,4,0
2019-07-12 11:34:12,3,0
2019-07-12 11:34:11,4,0
2019-07-12 11:34:10,3,0
2019-07-12 11:34:09,4,0
2019-07-12 11:34:08,4,0
2019-07-12 11:34:07,2,0
2019-07-12 11:34:06,3,0
2019-07-12 11:34:05,4,0
2019-07-12 11:34:04,4,0
2019-07-12 11:34:03,3,0
2019-07-12 11:34:02,5,0
2019-07-12 11:34:01,3,0
2019-07-12 11:34:00,4,0
2019-07-12 11:33:59,3,0
2019-07-12 11:33:58,2,0
2019-07-12 11:33:57,4,0
2019-07-12 11:33:56,4,0
2019-07-12 11:33:55,4,0
2019-07-12 11:33:54,7,0
2019-07-12 11:33:53,3,0
2019-07-12 11:33:52,3,0
2019-07-12 11:33:51,4,0
2019-07-12 11:33:50,5,0
2019-07-12 11:33:49,4,0
2019-07-12 11:33:48,6,0
2019-07-12 11:33:47,4,0
2019-07-12 11:33:46,4,0
2019-07-12 11:33:45,3,0
2019-07-12 11:33:44,6,0
2019-07-12 11:33:43,4,0
2019-07-12 11:33:42,2,0
2019-07-12 11:33:41,5,0
2019-07-12 11:33:40,2,0
2019-07-12 11:33:39,5,0
2019-07-12 11:33:38,3,0
2019-07-12 11:33:37,4,0
2019-07-12 11:33:36,3,0
2019-07-12 11:33:35,4,0
2019-07-12 11:33:34,4,0
2019-07-12 11:33:33,5,0
2019-07-12 11:33:32,5,0
2019-07-12 11:33:31,2,0
2019-07-12 11:33:30,3,0
2019-07-12 11:33:29,4,0
2019-07-12 11:33:28,3,0
2019-07-12 11:33:27,4,0
2019-07-12 11:33:26,2,0
2019-07-12 11:33:25,4,0
2019-07-12 11:33:24,4,0
2019-07-12 11:33:23,4,0
2019-07-12 11:33:22,4,0
2019-07-12 11:33:21,3,0
2019-07-12 11:33:20,3,0
2019-07-12 11:33:19,3,0
2019-07-12 11:33:18,3,0
2019-07-12 11:33:17,6,0
2019-07-12 11:33:16,4,0
2019-07-12 11:33:15,4,0
2019-07-12 11:33:14,3,0
2019-07-12 11:33:13,3,0
2019-07-12 11:33:12,4,0
2019-07-12 11:33:11,4,0
2019-07-12 11:33:10,4,0
2019-07-12 11:33:09,5,0
2019-07-12 11:33:08,4,0
2019-07-12 11:33:07,5,0
2019-07-12 11:33:06,4,0
2019-07-12 11:33:05,2,0
2019-07-12 11:33:04,5,0
2019-07-12 11:33:03,4,0
2019-07-12 11:33:02,5,0
2019-07-12 11:33:01,2,0
2019-07-12 11:33:00,8,0
2019-07-12 11:32:59,5,0
2019-07-12 11:32:58,5,0
2019-07-12 11:32:57,5,0
2019-07-12 11:32:56,5,0
2019-07-12 11:32:55,4,0
2019-07-12 11:32:54,3,0
2019-07-12 11:32:53,4,0
2019-07-12 11:32:52,4,0
2019-07-12 11:32:51,3,0
2019-07-12 11:32:50,4,0
2019-07-12 11:32:49,5,0
2019-07-12 11:32:48,3,0
2019-07-12 11:32:47,4,0
2019-07-12 11:32:46,3,0
2019-07-12 11:32:45,4,0
2019-07-12 11:32:44,3,0
2019-07-12 11:32:43,3,0
2019-07-12 11:32:42,4,0
2019-07-12 11:32:41,3,0
2019-07-12 11:32:40,5,0
2019-07-12 11:32:39,2,0
2019-07-12 11:32:38,4,0
2019-07-12 11:32:37,4,0
2019-07-12 11:32:36,4,0
2019-07-12 11:32:35,2,0
2019-07-12 11:32:34,4,0
2019-07-12 11:32:33,3,0
2019-07-12 11:32:32,6,0
2019-07-12 11:32:31,3,0
2019-07-12 11:32:30,4,0
2019-07-12 11:32:29,4,0
2019-07-12 11:32:28,3,0
2019-07-12 11:32:27,3,0
2019-07-12 11:32:26,2,0
2019-07-12 11:32:25,5,0
2019-07-12 11:32:24,8,0
2019-07-12 11:32:23,4,0
2019-07-12 11:32:22,2,0
2019-07-12 11:32:21,3,0
2019-07-12 11:32:20,4,0
2019-07-12 11:32:19,4,0
2019-07-12 11:32:18,5,0
2019-07-12 11:32:17,4,0
2019-07-12 11:32:16,4,0
2019-07-12 11:32:15,5,0
2019-07-12 11:32:14,5,0
2019-07-12 11:32:13,5,0
2019-07-12 11:32:12,4,0
2019-07-12 11:32:11,10,0
2019-07-12 11:32:10,5,0
2019-07-12 11:32:09,3,0
2019-07-12 11:32:08,4,0
2019-07-12 11:32:07,5,0
2019-07-12 11:32:06,2,0
2019-07-12 11:32:05,3,0
2019-07-12 11:32:04,5,0
2019-07-12 11:32:03,4,0
2019-07-12 11:32:02,4,0
2019-07-12 11:32:01,4,0
2019-07-12 11:32:00,3,0
2019-07-12 11:31:59,4,0
2019-07-12 11:31:58,4,0
2019-07-12 11:31:57,4,0
2019-07-12 11:31:56,4,0
2019-07-12 11:31:55,4,0
2019-07-12 11:31:54,4,0
2019-07-12 11:31:53,2,0
2019-07-12 11:31:52,5,0
2019-07-12 11:31:51,4,0
2019-07-12 11:31:50,4,0
2019-07-12 11:31:49,4,0
2019-07-12 11:31:48,3,0
2019-07-12 11:31:47,4,0
2019-07-12 11:31:46,5,0
2019-07-12 11:31:45,3,0
2019-07-12 11:31:44,4,0
2019-07-12 11:31:43,5,0
2019-07-12 11:31:42,4,0
2019-07-12 11:31:41,3,0
2019-07-12 11:31:40,4,0
2019-07-12 11:31:39,4,0
2019-07-12 11:31:38,5,0
2019-07-12 11:31:37,3,0
2019-07-12 11:31:36,3,0
2019-07-12 11:31:35,4,0
2019-07-12 11:31:34,3,0
2019-07-12 11:31:33,5,0
2019-07-12 11:31:32,5,0
2019-07-12 11:31:31,4,0
2019-07-12 11:31:30,3,0
2019-07-12 11:31:29,4,0
2019-07-12 11:31:28,4,0
2019-07-12 11:31:27,2,0
2019-07-12 11:31:26,3,0
2019-07-12 11:31:25,5,0
2019-07-12 11:31:24,2,0
2019-07-12 11:31:23,4,0
2019-07-12 11:31:22,3,0
2019-07-12 11:31:21,3,0
2019-07-12 11:31:20,4,0
2019-07-12 11:31:19,5,0
2019-07-12 11:31:18,3,0
2019-07-12 11:31:17,4,0
2019-07-12 11:31:16,4,0
2019-07-12 11:31:15,5,0
2019-07-12 11:31:14,3,0
2019-07-12 11:31:13,5,0
2019-07-12 11:31:12,3,0
2019-07-12 11:31:11,4,0
2019-07-12 11:31:10,4,0
2019-07-12 11:31:09,4,0
2019-07-12 11:31:08,3,0
2019-07-12 11:31:07,4,0
2019-07-12 11:31:06,4,0
2019-07-12 11:31:05,4,0
2019-07-12 11:31:04,4,0
2019-07-12 11:31:03,4,0
2019-07-12 11:31:02,2,0
2019-07-12 11:31:01,4,0
2019-07-12 11:31:00,2,0
2019-07-12 11:30:59,5,0
2019-07-12 11:30:58,5,0
2019-07-12 11:30:57,2,0
2019-07-12 11:30:56,5,0
2019-07-12 11:30:55,4,0
2019-07-12 11:30:54,4,0
2019-07-12 11:30:53,4,0
2019-07-12 11:30:52,4,0
2019-07-12 11:30:51,5,0
2019-07-12 11:30:50,3,0
2019-07-12 11:30:49,5,0
2019-07-12 11:30:48,4,0
2019-07-12 11:30:47,4,0
2019-07-12 11:30:46,4,0
2019-07-12 11:30:45,4,0
2019-07-12 11:30:44,4,0
2019-07-12 11:30:43,4,0
2019-07-12 11:30:42,3,0
2019-07-12 11:30:41,4,0
2019-07-12 11:30:40,3,0
2019-07-12 11:30:39,4,0
2019-07-12 11:30:38,6,0
2019-07-12 11:30:37,3,0
2019-07-12 11:30:36,5,0
2019-07-12 11:30:35,3,0
2019-07-12 11:30:34,5,0
2019-07-12 11:30:33,5,0
2019-07-12 11:30:32,3,0
2019-07-12 11:30:31,4,0
2019-07-12 11:30:30,3,0
2019-07-12 11:30:29,4,0
2019-07-12 11:30:28,3,0
2019-07-12 11:30:27,4,0
2019-07-12 11:30:26,3,0
2019-07-12 11:30:25,4,0
2019-07-12 11:30:24,3,0
2019-07-12 11:30:23,3,0
2019-07-12 11:30:22,5,0
2019-07-12 11:30:21,3,0
2019-07-12 11:30:20,5,0
2019-07-12 11:30:19,3,0
2019-07-12 11:30:18,3,0
2019-07-12 11:30:17,4,0
2019-07-12 11:30:16,4,0
2019-07-12 11:30:15,4,0
2019-07-12 11:30:14,4,0
2019-07-12 11:30:13,4,0
2019-07-12 11:30:12,5,0
2019-07-12 11:30:11,5,0
2019-07-12 11:30:10,4,0
2019-07-12 11:30:09,3,0
2019-07-12 11:30:08,4,0
2019-07-12 11:30:07,2,0
2019-07-12 11:30:06,3,0
2019-07-12 11:30:05,4,0
2019-07-12 11:30:04,3,0
2019-07-12 11:30:03,4,0
2019-07-12 11:30:02,3,0
2019-07-12 11:30:01,3,0
2019-07-12 11:30:00,4,0
2019-07-12 11:29:59,3,0
2019-07-12 11:29:58,5,0
2019-07-12 11:29:57,3,0
2019-07-12 11:29:56,4,0
2019-07-12 11:29:55,3,0
2019-07-12 11:29:54,4,0
2019-07-12 11:29:53,4,0
2019-07-12 11:29:52,3,0
2019-07-12 11:29:51,4,0
2019-07-12 11:29:50,3,0
2019-07-12 11:29:49,4,0
2019-07-12 11:29:48,4,0
2019-07-12 11:29:47,5,0
2019-07-12 11:29:46,3,0
2019-07-12 11:29:45,3,0
2019-07-12 11:29:44,3,0
2019-07-12 11:29:43,5,0
2019-07-12 11:29:42,3,0
2019-07-12 11:29:41,3,0
2019-07-12 11:29:40,5,0
2019-07-12 11:29:39,3,0
2019-07-12 11:29:38,4,0
2019-07-12 11:29:37,2,0
2019-07-12 11:29:36,3,0
2019-07-12 11:29:35,3,0
2019-07-12 11:29:34,4,0
2019-07-12 11:29:33,4,0
2019-07-12 11:29:32,3,0
2019-07-12 11:29:31,2,0
2019-07-12 11:29:30,2,0
2019-07-12 11:29:29,2,0
2019-07-12 11:29:28,4,0
2019-07-12 11:29:27,3,0
2019-07-12 11:29:26,5,0
2019-07-12 11:29:25,4,0
2019-07-12 11:29:24,3,0
2019-07-12 11:29:23,4,0
2019-07-12 11:29:22,3,0
2019-07-12 11:29:21,3,0
2019-07-12 11:29:20,5,0
2019-07-12 11:29:19,4,0
2019-07-12 11:29:18,4,0
2019-07-12 11:29:17,5,0
2019-07-12 11:29:16,3,0
2019-07-12 11:29:15,5,0
2019-07-12 11:29:14,4,0
2019-07-12 11:29:13,4,0
2019-07-12 11:29:12,3,0
2019-07-12 11:29:11,4,0
2019-07-12 11:29:10,4,0
2019-07-12 11:29:09,4,0
2019-07-12 11:29:08,4,0
2019-07-12 11:29:07,5,0
2019-07-12 11:29:06,2,0
2019-07-12 11:29:05,6,0
2019-07-12 11:29:04,4,0
2019-07-12 11:29:03,3,0
2019-07-12 11:29:02,4,0
2019-07-12 11:29:01,3,0
2019-07-12 11:29:00,4,0
2019-07-12 11:28:59,3,0
2019-07-12 11:28:58,4,0
2019-07-12 11:28:57,4,0
2019-07-12 11:28:56,3,0
2019-07-12 11:28:55,3,0
2019-07-12 11:28:54,4,0
2019-07-12 11:28:53,5,0
2019-07-12 11:28:52,5,0
2019-07-12 11:28:51,3,0
2019-07-12 11:28:50,4,0
2019-07-12 11:28:49,2,0
2019-07-12 11:28:48,4,0
2019-07-12 11:28:47,3,0
2019-07-12 11:28:46,6,0
2019-07-12 11:28:45,2,0
2019-07-12 11:28:44,4,0
2019-07-12 11:28:43,5,0
2019-07-12 11:28:42,3,0
2019-07-12 11:28:41,6,0
