time,netdata,apps.plugin,node.d.plugin,python.d.plugin,go.d.plugin,nfs,containers,ksmd,system,kernel,other
2019-07-12 11:48:25,38.76562,1.4609375,0,8.605469,1.949219,106.82422,31.28125,0,53.12891,0,1.5
2019-07-12 11:48:24,38.76562,1.4609375,0,8.605469,1.949219,106.82422,31.28125,0,53.12891,0,1.5
2019-07-12 11:48:23,38.76562,1.4609375,0,8.605469,1.949219,106.82422,31.28125,0,53.12891,0,1.5
2019-07-12 11:48:22,38.76562,1.4609375,0,8.605469,1.949219,106.82422,31.28125,0,53.12891,0,1.5
2019-07-12 11:48:21,38.76562,1.4609375,0,8.605469,1.949219,106.82422,31.28125,0,53.12891,0,1.5
2019-07-12 11:48:20,38.76562,1.4609375,0,8.605469,1.949219,106.82422,31.28125,0,53.12891,0,1.5
2019-07-12 11:48:19,38.76562,1.4609375,0,8.605469,1.949219,106.82422,31.28125,0,53.12891,0,1.5
2019-07-12 11:48:18,38.76562,1.4609375,0,8.605469,1.949219,106.82422,31.28125,0,53.12891,0,1.5
2019-07-12 11:48:17,38.76562,1.4609375,0,8.605469,1.949219,106.82422,31.28125,0,53.12891,0,1.5
2019-07-12 11:48:16,38.76562,1.4609375,0,8.605469,1.949219,106.82422,31.28125,0,53.12891,0,1.5
2019-07-12 11:48:15,38.76562,1.4609375,0,8.605469,1.949219,106.82422,31.28125,0,53.12891,0,1.5
2019-07-12 11:48:14,38.76562,1.4609375,0,8.605469,1.949219,106.82422,31.28125,0,53.12891,0,1.5
2019-07-12 11:48:13,38.76562,1.4609375,0,8.605469,1.949219,106.82422,31.28125,0,53.16016,0,1.5
2019-07-12 11:48:12,38.76562,1.4609375,0,8.605469,1.949219,106.82422,31.28125,0,53.22266,0,1.5
2019-07-12 11:48:11,38.76562,1.4609375,0,8.605469,1.949219,106.79297,31.28125,0,53.25391,0,1.5
2019-07-12 11:48:10,38.76562,1.4609375,0,8.605469,1.949219,106.79297,31.28125,0,53.25391,0,1.5
2019-07-12 11:48:09,38.76562,1.4609375,0,8.605469,1.949219,106.79297,31.28125,0,53.31641,0,1.5
2019-07-12 11:48:08,38.76562,1.4609375,0,8.605469,1.949219,106.79297,31.28125,0,53.31641,0,1.5
2019-07-12 11:48:07,38.76562,1.4609375,0,8.605469,1.949219,106.79297,31.25,0,53.31641,0,1.5
2019-07-12 11:48:06,38.76562,1.4609375,0,8.605469,1.949219,106.79297,31.25,0,53.31641,0,1.5
2019-07-12 11:48:05,38.76562,1.4609375,0,8.605469,1.949219,106.79297,31.25,0,53.31641,0,1.5
2019-07-12 11:48:04,38.76562,1.4609375,0,8.605469,1.949219,106.79297,31.25,0,53.31641,0,1.5
2019-07-12 11:48:03,38.76562,1.4609375,0,8.605469,1.949219,106.79297,31.25,0,53.31641,0,1.5
2019-07-12 11:48:02,38.76562,1.4609375,0,8.605469,1.949219,106.79297,31.25,0,53.31641,0,1.5
2019-07-12 11:48:01,38.76562,1.4609375,0,8.605469,1.949219,106.79297,31.25,0,53.31641,0,1.5
2019-07-12 11:48:00,38.76562,1.4609375,0,8.605469,1.949219,106.79297,31.25,0,53.31641,0,1.5
2019-07-12 11:47:59,38.76562,1.4609375,0,8.605469,1.949219,106.79297,31.25,0,53.31641,0,1.5
2019-07-12 11:47:58,38.76562,1.4609375,0,8.605469,1.949219,106.79297,31.25,0,53.31641,0,1.5
2019-07-12 11:47:57,38.76562,1.4609375,0,8.605469,1.949219,106.79297,31.25,0,53.31641,0,1.5
2019-07-12 11:47:56,38.76562,1.4609375,0,8.605469,1.949219,106.79297,31.25,0,53.31641,0,1.5
2019-07-12 11:47:55,38.76562,1.4609375,0,8.605469,1.949219,106.79297,31.25,0,53.31641,0,1.5
2019-07-12 11:47:54,38.76562,1.4609375,0,8.605469,1.949219,106.79297,31.25,0,53.31641,0,1.5
2019-07-12 11:47:53,38.76562,1.4609375,0,8.605469,1.949219,106.79297,31.25,0,53.31641,0,1.5
2019-07-12 11:47:52,38.76562,1.4609375,0,8.605469,1.949219,106.79297,31.25,0,53.31641,0,1.5
2019-07-12 11:47:51,38.76562,1.4609375,0,8.605469,1.949219,106.79297,31.25,0,53.31641,0,1.5
2019-07-12 11:47:50,38.76562,1.4609375,0,8.605469,1.949219,106.79297,31.25,0,53.31641,0,1.5
2019-07-12 11:47:49,38.76562,1.4609375,0,8.605469,1.949219,106.79297,31.25,0,53.31641,0,1.5
2019-07-12 11:47:48,38.76562,1.4609375,0,8.605469,1.949219,106.79297,31.25,0,53.31641,0,1.5
2019-07-12 11:47:47,38.76562,1.4609375,0,8.605469,1.949219,106.79297,31.25,0,53.31641,0,1.5
2019-07-12 11:47:46,38.76562,1.4609375,0,8.605469,1.949219,106.79297,31.25,0,53.31641,0,1.5
2019-07-12 11:47:45,38.76562,1.4609375,0,8.605469,1.949219,106.79297,31.25,0,53.31641,0,1.5
2019-07-12 11:47:44,38.76562,1.4609375,0,8.605469,1.949219,106.79297,31.25,0,53.31641,0,1.5
2019-07-12 11:47:43,38.76562,1.4609375,0,8.605469,1.949219,106.79297,31.25,0,53.28516,0,1.5
2019-07-12 11:47:42,38.76562,1.4609375,0,8.605469,1.949219,106.79297,31.25,0,53.1875,0,1.5
2019-07-12 11:47:41,38.76562,1.4609375,0,8.605469,1.949219,106.82422,31.25,0,53.21875,0,1.5
2019-07-12 11:47:40,38.76562,1.4609375,0,8.605469,1.949219,106.82422,31.25,0,53.21875,0,1.5
2019-07-12 11:47:39,38.76562,1.4609375,0,8.605469,1.949219,106.82422,31.25,0,53.21875,0,1.5
2019-07-12 11:47:38,38.76562,1.4609375,0,8.605469,1.949219,106.82422,31.25,0,53.21875,0,1.5
2019-07-12 11:47:37,38.76562,1.4609375,0,8.605469,1.949219,106.82422,31.25,0,53.21875,0,1.5
2019-07-12 11:47:36,38.73047,1.4609375,0,8.605469,1.949219,106.82422,31.25,0,53.21875,0,1.5
2019-07-12 11:47:35,38.72656,1.4609375,0,8.605469,1.949219,106.82422,31.25,0,53.21875,0,1.5
2019-07-12 11:47:34,38.72656,1.4609375,0,8.605469,1.949219,106.82422,31.25,0,53.21875,0,1.5
2019-07-12 11:47:33,38.72656,1.4609375,0,8.605469,1.949219,106.82422,31.25,0,53.21875,0,1.5
2019-07-12 11:47:32,38.72656,1.4609375,0,8.605469,1.949219,106.82422,31.25,0,53.21875,0,1.5
2019-07-12 11:47:31,38.72656,1.4609375,0,8.605469,1.949219,106.82422,31.25,0,53.21875,0,1.5
2019-07-12 11:47:30,38.72656,1.4609375,0,8.605469,1.949219,106.82422,31.25,0,53.21875,0,1.5
2019-07-12 11:47:29,38.72656,1.4609375,0,8.605469,1.949219,106.82422,31.25,0,53.21875,0,1.5
2019-07-12 11:47:28,38.72656,1.4609375,0,8.605469,1.949219,106.82422,31.25,0,53.21875,0,1.5
2019-07-12 11:47:27,38.72656,1.4609375,0,8.605469,1.949219,106.82422,31.25,0,53.21875,0,1.5
2019-07-12 11:47:26,38.72656,1.4609375,0,8.605469,1.949219,106.82422,31.25,0,53.21875,0,1.5
2019-07-12 11:47:25,38.72656,1.4609375,0,8.605469,1.949219,106.82422,31.25,0,53.21875,0,1.5
2019-07-12 11:47:24,38.72656,1.4609375,0,8.605469,1.949219,106.82422,31.25,0,53.21875,0,1.5
2019-07-12 11:47:23,38.72656,1.4609375,0,8.605469,1.949219,106.82422,31.25,0,53.21875,0,1.5
2019-07-12 11:47:22,38.72656,1.4609375,0,8.605469,1.949219,106.82422,31.25,0,53.21875,0,1.5
2019-07-12 11:47:21,38.72656,1.4609375,0,8.605469,1.949219,106.82422,31.25,0,53.21875,0,1.5
2019-07-12 11:47:20,38.31641,1.4609375,0,8.605469,1.949219,106.82422,31.25,0,52.70312,0,1.5
2019-07-12 11:47:19,38.19141,1.4609375,0,8.605469,1.949219,106.82422,31.25,0,52.70312,0,1.5
2019-07-12 11:47:18,38.19141,1.4609375,0,8.605469,1.949219,106.82422,31.25,0,52.70312,0,1.5
2019-07-12 11:47:17,38.19141,1.4609375,0,8.605469,1.949219,106.82422,31.25,0,52.70312,0,1.5
2019-07-12 11:47:16,38.19141,1.4609375,0,8.605469,1.949219,106.82422,31.25,0,52.70312,0,1.5
2019-07-12 11:47:15,38.19141,1.4609375,0,8.605469,1.949219,106.82422,31.25,0,52.70312,0,1.5
2019-07-12 11:47:14,38.19141,1.4609375,0,8.605469,1.949219,106.82422,31.25,0,52.70312,0,1.5
2019-07-12 11:47:13,38.19141,1.4609375,0,8.605469,1.949219,106.82422,31.25,0,52.73438,0,1.5
2019-07-12 11:47:12,38.19141,1.4609375,0,8.605469,1.949219,106.82422,31.25,0,52.76562,0,1.5
2019-07-12 11:47:11,38.19141,1.4609375,0,8.605469,1.949219,106.79297,31.25,0,52.70312,0,1.5
2019-07-12 11:47:10,38.19141,1.4609375,0,8.605469,1.949219,106.79297,31.25,0,52.70312,0,1.5
2019-07-12 11:47:09,38.19141,1.4609375,0,8.605469,1.949219,106.79297,31.25,0,52.70312,0,1.5
2019-07-12 11:47:08,38.19141,1.4609375,0,8.605469,1.949219,106.79297,31.25,0,52.70312,0,1.5
2019-07-12 11:47:07,38.19141,1.4609375,0,8.605469,1.949219,106.79297,31.25,0,52.70312,0,1.5
2019-07-12 11:47:06,38.19141,1.4609375,0,8.605469,1.949219,106.79297,31.25,0,52.70312,0,1.5
2019-07-12 11:47:05,38.19141,1.4609375,0,8.605469,1.949219,106.79297,31.25,0,52.70312,0,1.5
2019-07-12 11:47:04,38.19141,1.4609375,0,8.605469,1.949219,106.79297,31.25,0,52.70312,0,1.5
2019-07-12 11:47:03,38.19141,1.4609375,0,8.605469,1.949219,106.79297,31.25,0,52.70312,0,1.5
2019-07-12 11:47:02,38.19141,1.4609375,0,8.605469,1.949219,106.79297,31.25,0,52.70312,0,1.5
2019-07-12 11:47:01,38.19141,1.4609375,0,8.605469,1.949219,106.79297,31.25,0,52.70312,0,1.5
